Aggregator,AUROC,AUROC_std,Noise_Level
Quantile fg. ratio,0.7013333333333334,0.12138768013636675,0_25
Equally-w. class avg.,0.6863999999999999,0.10509018349335324,0_25
Quantile 0.9,0.6835999999999999,0.10157217466740907,0_25
Quantile 0.75,0.6821333333333334,0.09782778519191546,0_25
Imbalance-w. class avg.,0.6709333333333333,0.08515042898045522,0_25
Quantile 0.6,0.662,0.07547820877577842,0_25
Mean,0.6510666666666668,0.06871338216744159,0_25
Patch 50,0.6473333333333334,0.07518959738923706,0_25
Patch 20,0.6132,0.037864319176061575,0_25
Patch 10,0.5813333333333334,0.03031274026250719,0_25
Threshold 0.5,0.505,0.007071067811865482,0_25
Threshold 0.4,0.4885333333333333,0.009826947078767113,0_25
Threshold 0.3,0.4735333333333333,0.02457116648069894,0_25
Quantile fg. ratio,0.8369333333333334,0.14448597009936823,0_50
Quantile 0.9,0.8334666666666667,0.14588263166745455,0_50
Equally-w. class avg.,0.8306666666666667,0.16454424599143197,0_50
Quantile 0.75,0.8290666666666667,0.13855418514870715,0_50
Imbalance-w. class avg.,0.8273333333333334,0.15340276688798316,0_50
Quantile 0.6,0.8273333333333334,0.13252917498506592,0_50
Patch 50,0.8260000000000001,0.12986023255793133,0_50
Mean,0.8150666666666667,0.12361934404542935,0_50
Patch 20,0.7954666666666667,0.10709513942700154,0_50
Patch 10,0.7456,0.11219554358351318,0_50
Threshold 0.5,0.5036666666666667,0.0051854497287013536,0_50
Threshold 0.4,0.4929333333333334,0.0172335589927199,0_50
Threshold 0.3,0.4692,0.06407245898199945,0_50
Patch 50,0.9285333333333332,0.07038282618808533,0_75
Quantile 0.6,0.9256000000000001,0.093050237327299,0_75
Quantile 0.75,0.9250666666666666,0.09434197840245295,0_75
Mean,0.9232,0.09428693794299754,0_75
Quantile 0.9,0.9216000000000001,0.09627349929584293,0_75
Quantile fg. ratio,0.9177333333333332,0.10659647690655114,0_75
Patch 20,0.9128,0.06199182741835143,0_75
Imbalance-w. class avg.,0.9061333333333333,0.12024434382631985,0_75
Equally-w. class avg.,0.8950666666666667,0.13696533219111406,0_75
Patch 10,0.8432,0.12085340982639536,0_75
Threshold 0.5,0.5245333333333334,0.022115655591056393,0_75
Threshold 0.4,0.49266666666666664,0.0738303159654322,0_75
Threshold 0.3,0.4882666666666667,0.17557959891614847,0_75
Patch 50,0.98,0.016329931618554536,1_00
Quantile 0.6,0.9742666666666667,0.03610995553706605,1_00
Mean,0.9737333333333332,0.036582448736457725,1_00
Quantile 0.75,0.9732,0.037336666517870425,1_00
Quantile 0.9,0.9715999999999999,0.038479085228211994,1_00
Quantile fg. ratio,0.9705333333333334,0.04167215963792722,1_00
Patch 20,0.9663999999999998,0.030797402487872255,1_00
Imbalance-w. class avg.,0.964,0.050911688245431415,1_00
Equally-w. class avg.,0.9489333333333333,0.07221917258518601,1_00
Patch 10,0.8633333333333333,0.1746683969379947,1_00
Threshold 0.5,0.5149333333333334,0.040274171486064006,1_00
Threshold 0.4,0.5142666666666666,0.14096215410133636,1_00
Threshold 0.3,0.4873333333333334,0.2839403380211335,1_00
