Aggregator,AUROC,AUROC_std,Noise_Level
Equally-w. class avg.,0.7475049900199601,0.042201292395898794,1_00
Imbalance-w. class avg.,0.7475049900199601,0.042201292395898794,1_00
Patch 10,0.5166666666666666,0.011133896422511391,1_00
Threshold 0.9,0.47804391217564873,0.011023314388410437,1_00
Patch 20,0.47684630738522954,0.008760860817307259,1_00
Quantile 0.6,0.47325349301397207,0.006606454755862415,1_00
Mean,0.47325349301397207,0.006606454755862415,1_00
Quantile 0.75,0.47325349301397207,0.006606454755862415,1_00
Patch 50,0.47325349301397207,0.006606454755862415,1_00
Quantile 0.9,0.4731536926147704,0.006731904971672672,1_00
Threshold 0.8,0.4029441117764471,0.025786866622164135,1_00
Threshold 0.7,0.3682135728542914,0.05214372686261028,1_00
Threshold 0.3,0.3447105788423153,0.051662879433324094,1_00
Threshold 0.6,0.3326347305389222,0.06366248612638585,1_00
Threshold 0.5,0.3264471057884231,0.08205034451374695,1_00
Threshold 0.2,0.32425149700598804,0.06583014683742185,1_00
Threshold 0.4,0.3160179640718562,0.060099523635584136,1_00
